,ios_file_size,ios_all_ratings,ios_current_ratings,android_total_ratings,android_avg_rating,android_file_size,android_rating_4,android_rating_5,android_rating_2,android_rating_3,android_rating_1
"2016,10,02,17,30,00",258,222882,2511,"6,540,951",4.1,76,"800,460","4,079,064","265,887","493,209","902,331"
"2016,09,19,16,20,00",258,219800,1664,"6,229,693",4.1,77,"763,446","3,890,631","253,703","470,997","850,916"
"2016,08,31,00,10,00",211,211488,4712,"5,509,347",4.1,61,"683,652","3,445,804","230,659","427,546","721,686"
"2016,08,05,03,30,00",104,174636,34535,"2,835,796",4.0,60,"346,082","1,718,205","133,037","225,541","412,931"
"2016,08,05,07,40,00",104,175606,34535,"2,852,729",4.0,60,"348,215","1,728,332","133,845","226,795","415,542"
"2016,09,09,21,30,00",211,215230,9017,"5,770,328",4.1,61,"714,033","3,619,297","239,883","446,471","750,644"
"2016,08,24,05,50,00",106,207703,ios_current_ratings not found,"5,215,430",4.1,61,"648,328","3,254,712","219,856","406,385","686,149"
"2016,07,25,05,20,00",110,114769,13633,"1,579,179",3.9,58,"209,558","904,916","84,271","144,431","236,003"
"2016,07,31,23,50,00",104,143350,22193,"1,954,991",3.9,60,"259,919","1,117,313","101,244","173,651","302,864"
"2016,10,13,06,40,00",251,224468,134,"6,675,018",4.0,77,"815,105","4,157,361","271,731","503,623","927,198"
"2016,09,28,04,00,00",258,222012,1498,"6,461,031",4.1,76,"792,302","4,031,880","262,442","487,324","887,083"
"2016,10,21,19,00,00",251,227070,2974,"6,802,038",4.0,77,"830,958","4,230,494","277,101","513,249","950,236"
"2016,09,20,23,50,00",258,220174,2098,"6,261,047",4.1,77,"766,632","3,908,585","255,206","473,193","857,431"
"2016,09,10,02,10,00",211,215297,9093,"5,773,971",4.1,61,"714,403","3,621,756","239,992","446,694","751,126"
"2016,07,28,23,10,00",110,120118,19236,"1,765,915",3.9,58,"236,278","1,015,803","92,876","161,958","259,000"
"2016,10,13,05,00,00",251,224468,134,"6,675,018",4.0,77,"815,105","4,157,361","271,731","503,623","927,198"
"2016,07,26,04,20,00",110,116671,15692,"1,634,118",3.9,58,"217,470","938,186","86,646","149,177","242,639"
"2016,08,19,21,20,00",106,204822,11724,"5,000,803",4.1,61,"621,497","3,115,656","212,876","391,488","659,286"
"2016,10,20,12,40,00",251,226821,2667,"6,788,810",4.0,77,"829,528","4,222,662","276,526","512,258","947,836"
"2016,10,10,00,10,00",258,223940,3810,"6,629,469",4.1,76,"809,484","4,130,897","269,728","500,010","919,350"
"2016,09,23,06,40,00",258,220596,2585,"6,300,613",4.1,android_file_size not found,"770,845","3,931,195","256,948","476,161","865,464"
"2016,08,25,09,40,00",211,208290,843,"5,286,393",4.1,61,"657,933","3,301,231","222,118","411,241","693,870"
"2016,10,28,10,30,00",259,229333,985,"6,928,701",4.0,android_file_size not found,"848,871","4,308,441","281,864","523,134","966,391"
"2016,10,22,21,30,00",251,227355,3302,"6,814,261",4.0,77,"832,220","4,237,996","277,604","514,136","952,305"
"2016,08,16,12,20,00",106,202269,8784,"4,821,317",4.1,61,"600,833","3,003,603","206,119","377,325","633,437"
"2016,10,08,13,40,00",258,223663,3473,"6,605,955",4.1,76,"807,184","4,116,688","268,756","498,295","915,032"
"2016,08,06,15,20,00",104,181299,40694,"3,243,907",4.0,60,"391,624","1,986,399","148,766","253,953","463,165"
"2016,10,22,01,10,00",251,227162,3075,"6,803,883",4.0,77,"831,142","4,231,639","277,168","513,378","950,556"
"2016,08,22,08,00,00",106,206553,13668,"5,112,470",4.1,61,"634,469","3,187,524","216,964","399,646","673,867"
"2016,09,04,06,20,00",211,213115,6582,"5,629,078",4.1,61,"697,460","3,524,299","234,928","436,505","735,886"
"2016,10,19,05,40,00",251,226557,2313,"6,776,874",4.0,77,"828,161","4,216,096","275,923","511,266","945,428"
"2016,08,11,20,50,00",106,197217,2796,"4,401,839",4.1,61,"551,491","2,739,241","189,208","342,960","578,939"
"2016,08,15,07,20,00",106,200998,7362,"4,740,414",4.1,61,"591,358","2,953,833","202,717","370,658","621,848"
"2016,10,07,04,20,00",258,223455,3223,"6,587,716",4.1,76,"805,377","4,105,864","268,024","496,928","911,523"
"2016,09,29,15,30,00",258,222264,1806,"6,484,937",4.1,76,"794,962","4,045,566","263,498","489,177","891,734"
"2016,08,17,02,00,00",106,202826,9419,"4,866,001",4.1,61,"606,120","3,031,588","207,729","380,987","639,577"
"2016,07,27,00,00,00",110,117700,16817,"1,678,661",3.9,58,"223,870","965,132","88,449","153,282","247,928"
"2016,09,13,23,00,00",260,216813,233,"5,968,216",4.1,77,"737,125","3,747,145","244,061","456,309","783,576"
"2016,08,22,01,30,00",106,206404,13496,"5,103,328",4.1,61,"633,348","3,181,853","216,634","398,872","672,621"
"2016,09,25,06,50,00",258,221244,606,"6,358,608",4.1,android_file_size not found,"777,713","3,968,831","258,930","479,951","873,183"
"2016,07,30,08,50,00",110,121368,20801,"1,813,601",3.9,android_file_size not found,"242,397","1,046,379","94,770","165,801","264,254"
"2016,09,22,05,00,00",258,220425,2380,"6,281,116",4.1,77,"768,831","3,920,187","256,059","474,638","861,401"
"2016,10,31,04,20,00",259,230438,2232,"6,992,998",4.0,android_file_size not found,"854,984","4,345,810","284,578","527,732","979,894"
"2016,07,21,22,50,00",110,108886,7231,"1,344,609",3.9,58,"175,799","764,122","73,972","123,459","207,257"
"2016,09,02,16,10,00",211,212351,5714,"5,573,291",4.1,61,"691,088","3,486,774","233,112","432,470","729,847"
"2016,09,28,15,40,00",258,222103,1609,"6,469,934",4.1,76,"793,373","4,037,014","262,784","487,952","888,811"
"2016,07,21,01,50,00",110,106508,4688,"1,281,802",3.9,58,"165,956","726,597","71,521","117,754","199,974"
"2016,09,29,04,30,00",258,222192,1717,"6,479,744",4.1,76,"794,384","4,042,556","263,262","488,763","890,779"
"2016,10,27,08,00,00",259,228864,280,"6,902,805",4.0,android_file_size not found,"845,833","4,293,104","280,824","521,176","961,868"
"2016,08,15,04,40,00",106,200998,7362,"4,740,414",4.1,61,"591,358","2,953,833","202,717","370,658","621,848"
"2016,07,24,20,00,00",110,114433,13274,"1,553,903",3.9,58,"205,719","889,244","83,244","142,343","233,353"
"2016,08,22,13,10,00",106,206553,13668,"5,119,128",4.1,61,"635,265","3,191,685","217,240","400,133","674,805"
"2016,10,21,13,50,00",251,227018,2911,"6,798,052",4.0,77,"830,546","4,228,013","276,937","512,988","949,568"
"2016,09,10,02,20,00",211,215297,9093,"5,773,971",4.1,61,"714,403","3,621,756","239,992","446,694","751,126"
"2016,08,11,12,20,00",106,196077,1388,"4,360,586",4.1,61,"546,125","2,712,590","187,650","339,687","574,534"
"2016,09,06,22,10,00",211,214370,8012,"5,700,212",4.1,61,"705,783","3,572,095","237,450","441,546","743,338"
"2016,07,23,10,40,00",110,111850,10465,"1,449,823",3.9,58,"190,556","823,480","79,445","133,916","222,426"
"2016,10,29,14,50,00",259,229715,1423,"6,959,028",4.0,android_file_size not found,"851,828","4,326,173","283,186","525,268","972,573"
"2016,09,06,17,10,00",211,214273,7901,"5,695,771",4.1,61,"705,305","3,569,036","237,294","441,225","742,911"
"2016,09,03,01,20,00",211,212544,5936,"5,590,064",4.1,61,"693,083","3,498,205","233,650","433,622","731,504"
"2016,10,15,21,00,00",251,225280,598,"6,727,665",4.0,77,"821,871","4,188,298","273,672","507,355","936,469"
"2016,10,02,17,20,00",258,222882,2511,"6,540,951",4.1,76,"800,460","4,079,064","265,887","493,209","902,331"
"2016,09,04,01,10,00",211,213115,6582,"5,625,059",4.1,61,"697,004","3,521,712","234,783","436,180","735,380"
"2016,09,04,17,20,00",211,213386,6888,"5,647,417",4.1,61,"699,443","3,536,612","235,569","437,817","737,976"
"2016,08,23,19,40,00",106,207458,ios_current_ratings not found,"5,188,387",4.1,61,"644,367","3,236,240","219,245","404,786","683,749"
"2016,10,13,09,20,00",251,224528,207,"6,677,996",4.0,77,"815,535","4,158,994","271,832","503,861","927,774"
"2016,09,12,00,30,00",211,216081,10026,"5,863,483",4.1,android_file_size not found,"724,906","3,682,849","241,698","451,359","762,671"
"2016,10,03,04,00,00",258,222986,2635,"6,544,826",4.1,76,"800,815","4,081,321","266,063","493,520","903,107"
"2016,10,14,08,50,00",251,224753,529,"6,697,574",4.0,77,"818,144","4,169,992","272,622","505,271","931,545"
"2016,09,18,09,20,00",258,219246,1032,"6,186,149",4.1,77,"758,859","3,865,572","251,899","468,139","841,680"
"2016,09,29,08,40,00",258,222233,1761,"6,481,846",4.1,76,"794,623","4,043,745","263,367","488,939","891,172"
"2016,08,24,04,30,00",106,207703,ios_current_ratings not found,"5,215,430",4.1,61,"648,328","3,254,712","219,856","406,385","686,149"
"2016,09,27,02,50,00",258,221805,1252,"6,438,079",4.1,76,"789,525","4,018,673","261,514","485,741","882,626"
"2016,09,25,22,30,00",258,221409,820,"6,380,342",4.1,76,"780,305","3,982,915","259,702","481,486","875,934"
"2016,08,24,12,50,00",106,208040,545,"5,240,763",4.1,61,"651,860","3,271,449","220,616","408,113","688,725"
"2016,10,17,21,30,00",251,226096,1754,"6,759,589",4.0,77,"825,686","4,206,436","275,124","509,769","942,574"
"2016,08,16,16,20,00",106,202455,8998,"4,833,557",4.1,61,"602,354","3,011,102","206,553","378,354","635,194"
"2016,08,24,16,20,00",106,208290,843,"5,252,558",4.1,61,"653,494","3,279,184","220,997","408,939","689,944"
"2016,10,28,06,50,00",259,229262,900,"6,925,832",4.0,android_file_size not found,"848,542","4,306,841","281,748","522,897","965,804"
"2016,10,18,21,30,00",251,226415,2151,"6,774,399",4.0,77,"827,858","4,214,813","275,796","511,026","944,906"
"2016,08,30,06,20,00",211,211172,4329,"5,483,585",4.1,61,"680,581","3,429,212","229,571","425,662","718,559"
"2016,07,22,10,00,00",110,109991,8435,"1,389,049",3.9,58,"181,820","788,267","76,578","127,976","214,408"
"2016,09,22,09,40,00",258,220467,2427,"6,283,194",4.1,77,"769,072","3,921,345","256,141","474,808","861,828"
"2016,09,27,20,10,00",258,221955,1424,"6,457,773",4.1,76,"791,973","4,030,054","262,278","487,088","886,380"
"2016,09,08,06,00,00",211,214821,8534,"5,730,867",4.1,61,"709,419","3,592,804","238,444","443,735","746,465"
"2016,10,12,06,40,00",258,224252,4191,"6,654,240",4.0,android_file_size not found,"812,419","4,145,117","270,943","502,061","923,700"
"2016,10,17,09,30,00",251,225929,1534,"6,749,527",4.0,77,"824,196","4,200,732","274,697","508,929","940,973"
"2016,10,14,01,10,00",251,224710,462,"6,694,259",4.0,77,"817,674","4,168,145","272,487","505,006","930,947"
"2016,09,02,04,50,00",211,212130,5458,"5,563,624",4.1,61,"689,934","3,480,528","232,734","431,770","728,658"
"2016,08,26,21,00,00",211,208290,843,"5,355,811",4.1,61,"666,165","3,346,167","224,733","416,268","702,478"
"2016,07,29,22,50,00",110,120971,20376,"1,804,362",3.9,58,"241,110","1,040,778","94,361","164,977","263,136"
"2016,09,07,10,20,00",211,214544,8211,"5,710,479",4.1,61,"707,050","3,578,870","237,818","442,315","744,426"
"2016,08,28,22,40,00",211,210689,3742,"5,443,683",4.1,61,"675,935","3,403,583","227,923","422,667","713,575"
"2016,08,16,08,40,00",106,202113,8606,"4,821,317",4.1,61,"600,833","3,003,603","206,119","377,325","633,437"
"2016,10,05,16,30,00",258,223270,2981,"6,571,207",4.1,76,"803,684","4,096,315","267,298","495,632","908,278"
"2016,08,06,10,30,00",104,180092,39414,"3,143,473",4.0,60,"380,390","1,922,270","144,668","246,674","449,471"
"2016,08,18,17,50,00",106,204000,10769,"4,956,794",4.1,61,"616,514","3,088,028","211,223","388,096","652,933"
"2016,08,31,04,10,00",211,211488,4712,"5,512,504",4.1,61,"684,060","3,447,739","230,791","427,813","722,101"
"2016,09,17,19,40,00",258,219086,851,"6,168,028",4.1,77,"756,945","3,854,528","251,219","466,999","838,337"
"2016,09,09,18,30,00",211,215179,8957,"5,765,856",4.1,61,"713,560","3,616,228","239,718","446,157","750,193"
"2016,07,25,16,40,00",110,115753,14707,"1,620,363",3.9,58,"215,358","929,672","86,104","147,971","241,258"
"2016,10,11,16,40,00",258,224223,4152,"6,647,562",4.0,android_file_size not found,"811,540","4,141,166","270,604","501,586","922,666"
"2016,08,17,11,00,00",106,202991,9609,"4,882,800",4.1,61,"608,117","3,041,594","208,421","382,444","642,224"
"2016,10,13,03,30,00",251,224468,134,"6,675,018",4.0,77,"815,105","4,157,361","271,731","503,623","927,198"
"2016,10,14,15,50,00",251,224794,ios_current_ratings not found,"6,704,651",4.0,77,"818,990","4,174,188","272,912","505,784","932,777"
"2016,09,26,19,50,00",258,221706,1152,"6,425,896",4.1,76,"788,003","4,011,489","260,998","484,849","880,557"
"2016,07,26,22,40,00",110,117431,16519,"1,678,661",3.9,58,"223,870","965,132","88,449","153,282","247,928"
"2016,08,16,04,20,00",106,202113,8606,"4,802,260",4.1,61,"598,618","2,992,284","205,261","375,680","630,417"
"2016,09,01,01,10,00",211,211800,5085,"5,535,273",4.1,61,"686,690","3,462,313","231,682","429,553","725,035"
"2016,09,02,01,50,00",211,212130,5458,"5,560,836",4.1,61,"689,627","3,478,782","232,626","431,569","728,232"
"2016,09,09,23,30,00",211,215230,9017,"5,770,328",4.1,61,"714,033","3,619,297","239,883","446,471","750,644"
"2016,09,16,09,10,00",260,218242,1980,"6,086,415",4.1,77,"748,160","3,806,192","248,097","461,969","821,997"
"2016,09,07,17,10,00",211,214637,8319,"5,720,778",4.1,61,"708,188","3,586,019","238,103","443,007","745,461"
"2016,09,07,05,20,00",211,214485,8138,"5,706,058",4.1,61,"706,535","3,575,941","237,640","442,010","743,932"
"2016,09,09,00,40,00",211,215080,8836,"5,747,354",4.1,61,"711,419","3,603,877","239,042","444,843","748,173"
"2016,08,27,23,10,00",211,210222,3175,"5,401,261",4.1,61,"671,209","3,376,014","226,320","419,590","708,128"
"2016,08,08,15,10,00",104,186823,46692,"3,629,620",4.0,60,"437,471","2,227,387","165,418","284,295","515,049"
"2016,09,29,10,00,00",258,222233,1761,"6,481,846",4.1,76,"794,623","4,043,745","263,367","488,939","891,172"
"2016,10,25,19,00,00",259,227942,453,"6,855,390",4.0,android_file_size not found,"837,382","4,261,812","279,645","517,498","959,053"
"2016,10,28,07,30,00",259,229262,900,"6,928,701",4.0,android_file_size not found,"848,871","4,308,441","281,864","523,134","966,391"
"2016,07,28,09,30,00",110,119147,18388,"1,743,127",3.9,58,"233,056","1,002,177","91,844","159,828","256,222"
"2016,09,10,10,50,00",211,215355,9166,"5,782,942",4.1,61,"715,378","3,627,830","240,268","447,252","752,214"
"2016,10,15,19,00,00",251,225191,479,"6,723,199",4.0,77,"821,229","4,185,356","273,598","507,073","935,943"
"2016,09,11,18,10,00",211,215920,9840,"5,855,822",4.1,android_file_size not found,"723,918","3,677,675","241,533","450,914","761,782"
"2016,10,28,19,10,00",259,229419,1178,"6,938,544",4.0,android_file_size not found,"849,858","4,314,130","282,256","523,814","968,486"
"2016,09,12,09,00,00",211,216142,10098,"5,874,792",4.1,android_file_size not found,"726,239","3,690,458","241,997","451,967","764,131"
"2016,10,20,13,50,00",251,226821,2667,"6,788,810",4.0,77,"829,528","4,222,662","276,526","512,258","947,836"
"2016,08,09,09,00,00",106,189173,2291,"3,805,304",4.0,61,"463,163","2,347,344","170,485","296,719","527,593"
"2016,07,28,09,40,00",110,119147,18388,"1,743,127",3.9,58,"233,056","1,002,177","91,844","159,828","256,222"
"2016,10,07,12,30,00",258,223494,3271,"6,591,136",4.1,76,"805,757","4,107,833","268,163","497,189","912,194"
"2016,08,14,11,20,00",106,200312,6541,"4,669,919",4.1,61,"583,000","2,909,261","199,956","365,002","612,700"
"2016,08,10,10,00,00",106,192832,6802,"4,133,549",4.1,61,"515,120","2,567,796","179,192","320,502","550,939"
"2016,08,16,02,20,00",106,201936,8409,"4,802,260",4.1,61,"598,618","2,992,284","205,261","375,680","630,417"
"2016,09,27,19,10,00",258,221915,1376,"6,454,014",4.1,76,"791,520","4,027,882","262,129","486,784","885,699"
"2016,10,07,06,20,00",258,223455,3223,"6,588,895",4.1,76,"805,504","4,106,505","268,085","497,030","911,771"
"2016,09,14,18,00,00",260,217504,1078,"6,011,143",4.1,77,"741,026","3,767,779","245,303","457,914","799,121"
"2016,10,13,03,00,00",251,224468,134,"6,675,018",4.0,77,"815,105","4,157,361","271,731","503,623","927,198"
"2016,08,12,23,40,00",106,198786,4727,"4,512,869",4.1,61,"564,952","2,809,884","193,654","352,039","592,340"
"2016,08,13,00,10,00",106,198786,4727,"4,533,631",4.1,61,"567,187","2,823,211","194,490","353,776","594,967"
"2016,09,08,11,50,00",211,214896,8622,"5,734,929",4.1,61,"709,912","3,595,489","238,620","444,020","746,888"
"2016,09,12,21,40,00",211,216315,10312,"5,901,327",4.1,android_file_size not found,"729,390","3,708,351","242,556","453,314","767,716"
"2016,08,02,06,40,00",104,162943,20286,"2,033,813",3.9,60,"266,815","1,145,202","107,412","179,096","335,288"
"2016,10,20,04,40,00",251,226790,2612,"6,786,168",4.0,77,"829,209","4,221,351","276,381","511,998","947,229"
"2016,10,04,01,00,00",258,223106,2776,"6,553,684",4.1,76,"801,791","4,086,178","266,520","494,238","904,957"
"2016,07,28,12,50,00",110,119350,18612,"1,743,127",3.9,58,"233,056","1,002,177","91,844","159,828","256,222"
"2016,10,05,09,10,00",258,223236,2941,"6,566,755",4.1,76,"803,202","4,093,686","267,131","495,242","907,494"
"2016,08,05,00,10,00",104,174636,33442,"2,809,410",4.0,60,"342,639","1,701,095","132,076","223,590","410,010"
"2016,09,22,08,30,00",258,220467,2427,"6,283,194",4.1,77,"769,072","3,921,345","256,141","474,808","861,828"
"2016,10,04,09,20,00",258,223127,2805,"6,558,011",4.1,76,"802,261","4,088,606","266,731","494,583","905,830"
"2016,10,28,19,00,00",259,229419,1087,"6,938,544",4.0,android_file_size not found,"849,858","4,314,130","282,256","523,814","968,486"
"2016,09,27,04,50,00",258,221805,1252,"6,441,057",4.1,76,"789,946","4,020,344","261,616","485,964","883,187"
"2016,10,16,05,10,00",251,225429,783,"6,734,326",4.0,77,"822,745","4,192,252","273,914","507,864","937,551"
"2016,10,23,00,50,00",251,227388,3344,"6,816,139",4.0,77,"832,416","4,239,138","277,695","514,286","952,604"
"2016,10,22,18,50,00",251,227298,3237,"6,814,261",4.0,77,"832,220","4,237,996","277,604","514,136","952,305"
"2016,09,23,05,40,00",258,220596,2585,"6,300,613",4.1,android_file_size not found,"770,845","3,931,195","256,948","476,161","865,464"
"2016,09,14,18,30,00",260,217504,1078,"6,022,274",4.1,77,"742,056","3,773,266","245,671","458,429","802,852"
"2016,09,16,17,30,00",258,218339,ios_current_ratings not found,"6,101,541",4.1,77,"749,505","3,814,636","248,674","462,761","825,965"
"2016,08,10,04,20,00",106,192832,6802,"4,084,268",4.1,61,"507,762","2,535,321","177,602","316,820","546,763"
"2016,08,31,22,00,00",211,211720,4990,"5,531,347",4.1,61,"686,195","3,459,839","231,511","429,240","724,562"
"2016,08,19,21,30,00",106,204822,11724,"5,000,803",4.1,61,"621,497","3,115,656","212,876","391,488","659,286"
"2016,09,05,14,10,00",211,213695,7255,"5,667,845",4.1,61,"701,795","3,550,368","236,329","439,246","740,107"
"2016,09,25,18,00,00",258,221285,662,"6,375,485",4.1,76,"779,628","3,979,825","259,550","481,092","875,390"
"2016,10,16,14,00,00",251,225534,940,"6,740,537",4.0,77,"823,425","4,195,930","274,207","508,317","938,658"
"2016,10,06,21,00,00",258,223410,3172,"6,584,174",4.1,76,"804,999","4,103,769","267,872","496,660","910,874"
"2016,10,16,19,00,00",251,225646,1097,"6,743,506",4.0,77,"823,671","4,197,702","274,341","508,530","939,262"
"2016,09,11,12,20,00",211,215748,9643,"5,834,610",4.1,android_file_size not found,"721,386","3,663,588","241,069","449,750","758,817"
"2016,07,30,09,40,00",110,121368,20801,"1,820,678",3.9,android_file_size not found,"243,388","1,050,680","95,076","166,438","265,096"
"2016,10,03,00,50,00",258,222986,2635,"6,543,196",4.1,76,"800,656","4,080,401","265,977","493,381","902,781"
"2016,08,26,09,40,00",211,208290,843,"5,331,970",4.1,61,"663,444","3,330,518","223,876","414,636","699,496"
"2016,09,28,19,30,00",258,222143,1662,"6,472,781",4.1,76,"793,662","4,038,585","262,913","488,165","889,456"
"2016,10,11,08,00,00",258,224196,4115,"6,641,952",4.0,android_file_size not found,"810,843","4,137,727","270,368","501,153","921,861"
"2016,08,11,20,40,00",106,197217,2796,"4,401,839",4.1,61,"551,491","2,739,241","189,208","342,960","578,939"
"2016,08,04,23,50,00",104,174636,33442,"2,809,410",4.0,60,"342,639","1,701,095","132,076","223,590","410,010"
"2016,08,27,09,30,00",211,209901,2806,"5,375,942",4.1,61,"668,466","3,359,177","225,484","417,743","705,072"
"2016,10,09,14,50,00",258,223872,3734,"6,625,163",4.1,76,"809,075","4,128,346","269,543","499,706","918,493"
"2016,09,13,23,30,00",260,217086,554,"5,968,216",4.1,77,"737,125","3,747,145","244,061","456,309","783,576"
"2016,09,03,16,40,00",211,212861,6292,"5,613,922",4.1,61,"695,825","3,514,197","234,431","435,353","734,116"
"2016,10,07,07,00,00",258,223455,3223,"6,588,895",4.1,76,"805,504","4,106,505","268,085","497,030","911,771"
"2016,08,27,13,10,00",211,209959,2875,"5,385,237",4.1,61,"669,519","3,365,247","225,787","418,487","706,197"
"2016,10,03,20,30,00",258,223078,2741,"6,552,557",4.1,76,"801,624","4,085,830","266,442","494,088","904,573"
"2016,07,28,20,30,00",110,119915,19236,"1,761,010",3.9,58,"235,597","1,012,709","92,704","161,513","258,487"
"2016,10,17,16,10,00",251,226011,1656,"6,751,465",4.0,77,"824,361","4,201,770","274,817","509,078","941,439"
"2016,09,11,16,30,00",211,215920,9840,"5,846,336",4.1,android_file_size not found,"722,748","3,671,452","241,346","450,363","760,427"
"2016,10,27,15,30,00",259,229026,627,"6,913,110",4.0,android_file_size not found,"847,233","4,299,665","281,168","521,881","963,163"
"2016,08,03,23,20,00",104,170725,29105,"2,358,539",3.9,60,"295,366","1,384,862","116,936","195,866","365,509"
"2016,08,25,22,50,00",211,208290,843,"5,319,948",4.1,61,"662,019","3,322,967","223,402","413,645","697,915"
"2016,09,16,03,00,00",260,218183,1899,"6,082,446",4.1,77,"747,776","3,804,202","247,947","461,729","820,792"
"2016,07,28,17,50,00",110,119589,18879,"1,761,010",3.9,58,"235,597","1,012,709","92,704","161,513","258,487"
"2016,09,03,01,30,00",211,212544,5936,"5,590,064",4.1,61,"693,083","3,498,205","233,650","433,622","731,504"
"2016,07,24,16,50,00",110,114078,12883,"1,553,903",3.9,58,"205,719","889,244","83,244","142,343","233,353"
"2016,08,24,03,30,00",106,207703,ios_current_ratings not found,"5,215,430",4.1,61,"648,328","3,254,712","219,856","406,385","686,149"
"2016,10,21,07,50,00",251,226974,2857,"6,796,173",4.0,77,"830,316","4,226,907","276,855","512,826","949,269"
"2016,10,16,06,30,00",251,225429,783,"6,734,326",4.0,77,"822,745","4,192,252","273,914","507,864","937,551"
"2016,09,18,11,50,00",258,219324,1115,"6,194,242",4.1,77,"759,714","3,870,287","252,215","468,634","843,392"
"2016,09,02,10,30,00",211,212220,5563,"5,567,914",4.1,61,"690,449","3,483,315","232,895","432,064","729,191"
"2016,09,10,09,40,00",211,215355,9166,"5,782,942",4.1,61,"715,378","3,627,830","240,268","447,252","752,214"
"2016,08,11,17,00,00",106,196817,2316,"4,381,157",4.1,61,"548,922","2,725,822","188,441","341,293","576,679"
"2016,09,16,18,10,00",258,218339,ios_current_ratings not found,"6,101,541",4.1,77,"749,505","3,814,636","248,674","462,761","825,965"
"2016,10,23,12,40,00",251,227421,3385,"6,821,996",4.0,android_file_size not found,"833,005","4,242,509","277,955","514,736","953,791"
"2016,10,03,13,00,00",258,223015,2667,"6,550,257",4.1,76,"801,414","4,084,492","266,344","493,914","904,093"
"2016,08,01,09,10,00",104,145942,ios_current_ratings not found,"1,973,793",3.9,60,"261,664","1,123,889","102,664","174,776","310,800"
"2016,09,03,13,10,00",211,212704,6120,"5,607,362",4.1,61,"695,105","3,509,682","234,237","434,895","733,443"
"2016,08,10,18,00,00",106,193841,7999,"4,220,793",4.1,61,"527,497","2,624,080","182,235","327,628","559,353"
"2016,08,17,04,00,00",106,202826,9419,"4,866,001",4.1,61,"606,120","3,031,588","207,729","380,987","639,577"
"2016,10,01,12,40,00",258,222581,2171,"6,514,510",4.1,76,"797,902","4,063,001","264,790","491,356","897,461"
"2016,07,24,19,40,00",110,114433,13274,"1,553,903",3.9,58,"205,719","889,244","83,244","142,343","233,353"
"2016,09,08,22,00,00",211,215023,8771,"5,747,354",4.1,61,"711,419","3,603,877","239,042","444,843","748,173"
"2016,09,13,12,20,00",211,216561,10610,"5,930,203",4.1,android_file_size not found,"733,213","3,726,533","243,369","455,015","772,073"
"2016,10,24,17,40,00",259,227627,ios_current_ratings not found,"6,834,749",4.0,android_file_size not found,"834,459","4,249,888","278,567","515,697","956,138"
"2016,08,27,13,00,00",211,209959,2875,"5,385,237",4.1,61,"669,519","3,365,247","225,787","418,487","706,197"
"2016,08,09,19,30,00",106,191453,5195,"3,953,036",4.0,61,"485,565","2,447,552","174,342","306,982","538,595"
"2016,08,14,02,40,00",106,199908,6072,"4,641,478",4.1,61,"579,672","2,891,839","198,741","362,624","608,602"
"2016,08,11,11,50,00",106,196077,1388,"4,360,586",4.1,61,"546,125","2,712,590","187,650","339,687","574,534"
"2016,10,08,11,40,00",258,223663,3473,"6,605,955",4.1,76,"807,184","4,116,688","268,756","498,295","915,032"
"2016,08,02,20,10,00",104,165745,23642,"2,057,551",3.9,60,"269,552","1,156,348","109,050","181,165","341,436"
"2016,07,26,14,30,00",110,116887,15925,"1,662,418",3.9,58,"221,510","954,960","87,858","151,789","246,301"
"2016,09,06,09,00,00",211,214181,7794,"5,687,420",4.1,61,"704,224","3,563,482","237,021","440,629","742,064"
"2016,08,05,13,30,00",104,176486,35518,"2,890,865",4.0,60,"352,530","1,752,899","135,638","229,557","420,241"
"2016,08,14,03,30,00",106,200132,6072,"4,641,478",4.1,61,"579,672","2,891,839","198,741","362,624","608,602"
"2016,10,26,19,00,00",259,228209,ios_current_ratings not found,"6,888,468",4.0,android_file_size not found,"843,213","4,284,140","280,389","519,884","960,842"
"2016,10,29,18,20,00",259,229884,1610,"6,964,060",4.0,android_file_size not found,"852,261","4,329,187","283,417","525,585","973,610"
"2016,09,15,04,10,00",260,217866,1520,"6,040,108",4.1,77,"743,957","3,782,363","246,312","459,465","808,011"
"2016,09,26,15,00,00",258,221632,960,"6,417,813",4.1,76,"786,889","4,006,574","260,689","484,295","879,366"
"2016,10,06,02,00,00",258,223336,3071,"6,576,437",4.1,76,"804,219","4,099,153","267,555","496,050","909,460"
"2016,07,27,03,10,00",110,117700,16817,"1,682,934",3.9,58,"224,476","967,823","88,626","153,662","248,347"
"2016,08,11,03,00,00",106,195188,ios_current_ratings not found,"4,286,499",4.1,61,"536,077","2,666,135","184,798","333,023","566,466"
"2016,08,16,04,50,00",106,202113,8606,"4,810,531",4.1,61,"599,582","2,997,202","205,649","376,410","631,688"
"2016,08,06,19,20,00",104,182053,41526,"3,281,743",4.0,60,"395,833","2,010,353","150,408","256,729","468,420"
"2016,10,12,13,00,00",258,224252,4191,"6,658,855",4.0,77,"812,972","4,147,732","271,193","502,439","924,519"
"2016,07,31,12,20,00",104,127471,5752,"1,898,038",4.0,60,"255,639","1,099,030","97,566","171,163","274,640"
"2016,09,04,07,00,00",211,213115,6582,"5,629,078",4.1,61,"697,460","3,524,299","234,928","436,505","735,886"
"2016,09,10,21,00,00",211,215572,9425,"5,800,952",4.1,android_file_size not found,"717,470","3,640,717","240,590","448,134","754,041"
